County,Percent_Households_Below_Poverty_Level,Median_Age,Homeowner_Vacancy_Rate,Percent_Pop_25_And_Over_With_College_Or_Higher_Educ
"Aguadilla, Puerto Rico",52.6,42,1.8,23.9
"Aguas Buenas, Puerto Rico",48.6,42.2,1.5,17.8
"Aibonito, Puerto Rico",44.7,42.5,2.2,21.8
"AÃ±asco, Puerto Rico",47,42.6,1.9,18.9
"Arecibo, Puerto Rico",49.7,42.8,2.4,23.2
"Arroyo, Puerto Rico",55,40.3,2.8,16.1
"Barceloneta, Puerto Rico",49,40.6,2.9,22.1
"Barranquitas, Puerto Rico",52.6,36.7,4.3,19.5
"BayamÃ³n, Puerto Rico",35.6,42.1,4.1,28.8
"Cabo Rojo, Puerto Rico",51.6,44.1,3.4,26
"Caguas, Puerto Rico",38.6,41.3,2.8,31.4
"Camuy, Puerto Rico",52,42.2,3.4,20.8
"CanÃ³vanas, Puerto Rico",43.7,40.2,1.7,23.2
"Carolina, Puerto Rico",31.4,42.8,2.2,31.8
"CataÃ±o, Puerto Rico",50.9,40.3,4.2,20.3
"Cayey, Puerto Rico",43.2,42.8,1.8,24.2
"Ceiba, Puerto Rico",43.3,42.9,2.9,18.1
"Ciales, Puerto Rico",54.8,42.3,1.9,15.8
"Cidra, Puerto Rico",46.5,40.9,3,23.9
"Coamo, Puerto Rico",47.4,41.7,2.8,21.9
"ComerÃ­o, Puerto Rico",59.5,38.9,3.6,13.3
"Corozal, Puerto Rico",57.8,39.6,2.2,19.2
"Culebra, Puerto Rico",42.1,43.1,9,15.3
"Dorado, Puerto Rico",32.1,41.1,1.3,30.1
"Fajardo, Puerto Rico",45.2,41.8,5.2,25.3
"Florida, Puerto Rico",46.8,39.9,0.9,13.2
"GuÃ¡nica, Puerto Rico",62.3,42.5,17.1,15.5
"Guayama, Puerto Rico",50.8,39.1,3.4,20.6
"Guayanilla, Puerto Rico",52.6,41.3,0.7,24.7
"Guaynabo, Puerto Rico",26.9,44.2,6.5,45.1
"Gurabo, Puerto Rico",32.7,39,2.4,33.4
"Hatillo, Puerto Rico",50.9,42.1,2.1,24.6
"Hormigueros, Puerto Rico",44.3,47.2,1.9,22.9
"Humacao, Puerto Rico",43.3,43.3,3.6,23.1
"Isabela, Puerto Rico",53.8,42.2,3.3,21.9
"Jayuya, Puerto Rico",61.5,38.6,1.1,18.2
"Juana DÃ­az, Puerto Rico",48.3,38.8,1.8,25
"Juncos, Puerto Rico",47.1,38.6,2.8,19
"Lajas, Puerto Rico",59.7,45,5.9,15.3
"Lares, Puerto Rico",56.5,43,2,18.5
"Las MarÃ­as, Puerto Rico",54.7,42.4,1.9,16.6
"Las Piedras, Puerto Rico",44.5,40,0.8,22.4
"LoÃ­za, Puerto Rico",51.5,40.2,3.3,14.7
"Luquillo, Puerto Rico",40.4,41.9,3.7,20.4
"ManatÃ­, Puerto Rico",48.5,42.1,3.2,22.4
"Maricao, Puerto Rico",58.7,44,2.4,8
"Maunabo, Puerto Rico",44,44.4,0,16.9
"MayagÃ¼ez, Puerto Rico",55.6,41.4,5.1,26.4
"Moca, Puerto Rico",56.2,40,0.2,20
"Morovis, Puerto Rico",43.7,38.7,2.1,16.5
"Naguabo, Puerto Rico",44.9,38.4,2.3,20.2
"Naranjito, Puerto Rico",49,41.1,1.3,16.1
"Orocovis, Puerto Rico",57.2,40.1,1.7,17
"Patillas, Puerto Rico",52.5,44.9,1.6,15.1
"PeÃ±uelas, Puerto Rico",53.5,38.8,3.2,21.9
"Ponce, Puerto Rico",51.8,41,3,27.5
"Quebradillas, Puerto Rico",48.8,41.2,4.2,18.9
"RincÃ³n, Puerto Rico",44.3,46,4.2,23
"RÃ­o Grande, Puerto Rico",40.1,41.2,1.7,22.8
"Sabana Grande, Puerto Rico",50.6,42.3,18.6,19.4
"Salinas, Puerto Rico",50.3,40.9,3.2,17.5
"San GermÃ¡n, Puerto Rico",50,44,2.7,24
"San Juan, Puerto Rico",41.4,43.2,3.8,37.3
"San Lorenzo, Puerto Rico",47.6,42.4,1.2,18.3
"San SebastiÃ¡n, Puerto Rico",56.4,44.1,2.6,19.2
"Santa Isabel, Puerto Rico",48.2,38.8,2.4,25.3
"Toa Alta, Puerto Rico",34.2,38.4,2.4,29.3
"Toa Baja, Puerto Rico",37.9,40.7,3.1,26.8
"Trujillo Alto, Puerto Rico",30.8,40.5,2.2,36
"Utuado, Puerto Rico",54.7,43.5,3.8,18.7
"Vega Alta, Puerto Rico",45.4,39.6,2.4,22.2
"Vega Baja, Puerto Rico",45.8,41.5,2.5,21.2
"Vieques, Puerto Rico",48.8,47,15.2,18
"Villalba, Puerto Rico",48.3,40.1,2.3,19.9
"Yabucoa, Puerto Rico",53.3,42.9,0.6,18
"Yauco, Puerto Rico",54,43.9,18.3,24.6
